road_name,highway,segment_count,total_length_m,total_length_km,traffic_match,traffic_match_method,matched_route_name_norm,matched_route_no,vol_mean,vol_min,vol_max,spd_mean,trvlTime_mean,traffic_rows_used,source_road,source_traffic
창말로,tertiary,3,588.74,0.589,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
갈미2로,residential,1,580.19,0.58,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
과천대로8길,tertiary,1,578.32,0.578,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙남6길,residential,4,570.62,0.571,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
골우물길,residential,2,560.38,0.56,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
문화공원로,residential,2,553.73,0.554,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
오전공업길,residential,2,553.04,0.553,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
이미로,tertiary,1,551.41,0.551,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
전주남이길,residential,1,549.42,0.549,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운중앙로,residential,3,541.07,0.541,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
천왕골길,residential,2,538.21,0.538,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
새터말길,residential,2,528.66,0.529,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
등칙골1길,residential,2,526.23,0.526,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙남1길,residential,3,517.45,0.517,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운중앙로4길,residential,2,497.22,0.497,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡초등3길,residential,4,482.58,0.483,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙남7길,residential,3,473.77,0.474,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
중앙샛길,residential,1,472.79,0.473,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
산본로48번길,residential,1,472.46,0.472,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
양지편로,residential,1,468.29,0.468,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
묵배미길,residential,3,457.09,0.457,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
장안중앙로,tertiary,6,456.46,0.456,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
갈미3로,residential,1,452.6,0.453,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
새터말아랫로,residential,8,452.1,0.452,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
오매기중간길,residential,2,451.14,0.451,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
현충탑길,residential,1,449.77,0.45,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
까치골길,residential,5,445.65,0.446,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운로,track,6,443.82,0.444,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
벌새전리길,unclassified,1,442.11,0.442,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
왕송못동로,residential,1,440.9,0.441,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
사그내4길,residential,1,432.37,0.432,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
보식골로,residential,1,429.77,0.43,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙남3길,residential,5,429.22,0.429,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
가구단지길,residential,3,426.33,0.426,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중학북로,residential,2,426.3,0.426,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
사나골길,residential,5,424.14,0.424,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
새터말윗길,residential,1,418.67,0.419,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
사그내길,residential,1,407.13,0.407,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
금천말길,residential,1,403.51,0.404,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
고산로105번길,unclassified,1,403.43,0.403,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
별묘길,service,1,398.78,0.399,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
포도원로,residential,1,398.39,0.398,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
새터말아랫로,tertiary,1,395.88,0.396,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
윗새우대북길,residential,1,389.25,0.389,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
맑은내길,service,1,387.41,0.387,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
청백리로,residential,3,385.94,0.386,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
산들자전거1길,unclassified,1,385.31,0.385,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
향촌길,residential,3,381.76,0.382,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙로,residential,5,378.06,0.378,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
원골로,tertiary,2,377.29,0.377,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
손골길,residential,1,377.23,0.377,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
안골로,tertiary,1,376.96,0.377,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
봇들2길,residential,1,376.02,0.376,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
오솔길,service,5,372.89,0.373,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
중간새우대길,residential,1,370.27,0.37,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
광진말안길,residential,4,365.67,0.366,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
관양로,tertiary,1,356.52,0.357,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
흥안대로414번길,residential,1,350.82,0.351,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
바라산로,residential,1,348.32,0.348,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
내손공원길,residential,1,343.97,0.344,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
어내들로,tertiary,1,341.4,0.341,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
장안남북로,residential,2,340.86,0.341,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
내손중앙7길,living_street,1,340.76,0.341,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
찬우물길,residential,1,340.2,0.34,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
골사그내길,service,2,335.86,0.336,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
왕송못동로,service,3,334.21,0.334,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
행복마을3로,residential,4,334.0,0.334,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
한밭들길,residential,1,333.57,0.334,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
흥안대로362번길,residential,2,332.45,0.332,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
등칙골길,residential,1,330.46,0.33,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡초등1길,residential,2,325.15,0.325,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
새롬길,residential,1,323.59,0.324,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
오전동길,residential,1,319.4,0.319,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
솔밭길,residential,3,318.67,0.319,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
사천2길,residential,1,317.93,0.318,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
신장승길,residential,1,313.15,0.313,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
산본로77번길,residential,1,310.47,0.31,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
오리나무1길,residential,1,303.99,0.304,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡시장3길,residential,3,301.89,0.302,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
청계1로,residential,2,299.38,0.299,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
습지데크,footway,6,299.34,0.299,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
가구단지길,tertiary,1,298.92,0.299,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙북9길,residential,2,298.28,0.298,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
금천말안길,residential,1,297.89,0.298,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
정우길,residential,1,297.71,0.298,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
왕곡로,residential,1,294.39,0.294,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
전주남이2길,residential,1,292.77,0.293,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
사그내1길,residential,1,292.66,0.293,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
장안중앙로,residential,1,291.3,0.291,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
원골로,residential,1,289.58,0.29,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
오매기가운데말길,residential,1,287.55,0.288,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
왕소나무길,tertiary,2,286.24,0.286,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
정우1길,living_street,1,284.57,0.285,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
찬우물1길,residential,1,279.78,0.28,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
오리나무2길,residential,1,279.63,0.28,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
큰벌고개길,residential,1,272.14,0.272,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
봇들4길,residential,3,271.58,0.272,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
약수터길,residential,1,271.16,0.271,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
송마루길,residential,1,269.94,0.27,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
오봉산길,residential,1,267.89,0.268,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
민백길,residential,1,263.3,0.263,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
한직골서길,residential,1,263.1,0.263,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡초등길,tertiary,1,261.53,0.262,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
한직골남로,residential,1,259.41,0.259,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
옥박골서길,living_street,1,256.52,0.257,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
한직골길,residential,1,256.27,0.256,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡시장5길,residential,2,253.28,0.253,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
찬우물3길,residential,1,253.28,0.253,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
옥박골동길,residential,3,252.91,0.253,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
골사그내길,residential,2,248.07,0.248,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
사천로,tertiary,1,247.66,0.248,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
고천길,residential,1,247.41,0.247,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
등칙골5길,residential,1,246.52,0.247,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
장안남북로1길,residential,2,245.54,0.246,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
한밭들1길,service,1,243.81,0.244,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
정우2길,living_street,1,241.59,0.242,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
전주남이4길,residential,2,241.48,0.241,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙남5길,residential,1,240.81,0.241,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡사길,unclassified,2,236.63,0.237,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
까치골1길,residential,3,231.47,0.231,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
갈미안로,tertiary,1,230.52,0.231,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
창말윗길,residential,1,230.06,0.23,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
