road_name,highway,segment_count,total_length_m,total_length_km,traffic_match,traffic_match_method,matched_route_name_norm,matched_route_no,vol_mean,vol_min,vol_max,spd_mean,trvlTime_mean,traffic_rows_used,source_road,source_traffic
월암새터마을길,service,1,223.38,0.223,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운안1길,residential,1,223.36,0.223,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡초등2길,residential,2,218.47,0.218,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
월암새터마을길,unclassified,2,217.47,0.217,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
골잿말길,residential,1,214.02,0.214,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운로,service,2,213.25,0.213,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
봇들1로,residential,1,211.98,0.212,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
오봉산단2로,residential,1,211.96,0.212,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
양지편2로,residential,1,210.32,0.21,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운호수로3길,residential,1,209.62,0.21,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙남4길,residential,1,209.27,0.209,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
모락로,residential,2,209.22,0.209,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
골사그내길,living_street,1,208.02,0.208,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
한백이길,residential,1,205.42,0.205,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡공원길,residential,1,204.3,0.204,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
행복마을4길,residential,2,203.95,0.204,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운호수로4길,residential,1,203.94,0.204,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙북1길,residential,3,198.56,0.199,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
당뿌리로,residential,1,193.64,0.194,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
청계3로,residential,1,190.43,0.19,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
사천1길,residential,1,189.87,0.19,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
한밭들2길,service,1,188.7,0.189,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운호수삼거리지하차도,tertiary,2,187.86,0.188,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡시장4길,residential,1,187.46,0.187,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
봇들3길,residential,1,186.84,0.187,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운호수로1길,residential,2,185.62,0.186,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
등칙골3길,residential,1,182.65,0.183,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운중앙로2길,residential,1,182.34,0.182,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
찬우물4길,residential,1,180.86,0.181,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
정우3길,living_street,1,179.16,0.179,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
사그내2길,residential,1,178.27,0.178,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
장승길,residential,2,177.67,0.178,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
전주남이1길,residential,2,177.4,0.177,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
시청중심5로,residential,1,176.17,0.176,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
오리나무로,residential,1,173.92,0.174,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡시장2길,residential,1,171.06,0.171,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
찬우물2길,residential,1,168.29,0.168,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운호수로7길,residential,1,166.92,0.167,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡시장길,service,3,166.69,0.167,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
경수대로391번길,unclassified,1,165.81,0.166,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
내손공원1길,residential,1,164.88,0.165,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
민백2길,residential,1,164.25,0.164,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운초등길,residential,1,163.23,0.163,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
사그내3길,residential,2,162.9,0.163,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
이당로,unclassified,1,161.99,0.162,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
정우4길,residential,1,160.5,0.161,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
학현로,service,1,159.02,0.159,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
행복마을로,residential,1,157.88,0.158,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운호수로5길,residential,1,154.02,0.154,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운안4길,residential,1,153.54,0.154,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙남2길,residential,1,152.45,0.152,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운중앙로3길,residential,1,150.9,0.151,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운중앙로5길,residential,1,148.67,0.149,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운중앙로6길,residential,1,147.28,0.147,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
민백1길,residential,1,146.99,0.147,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
시청중심로,residential,1,146.69,0.147,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운중앙로7길,residential,2,146.01,0.146,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
솔밭1길,service,1,143.77,0.144,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
등칙골4길,residential,1,141.97,0.142,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
장안로1길,residential,1,141.24,0.141,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
내손중앙1길,living_street,1,139.12,0.139,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
등칙골2길,residential,1,138.55,0.139,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙북3길,residential,2,137.59,0.138,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
내손공원2길,residential,1,136.62,0.137,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운호수로2길,tertiary,1,136.22,0.136,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡초등3길,service,2,135.83,0.136,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
전주남이3길,living_street,1,131.22,0.131,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
양지편1로,residential,1,131.16,0.131,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡교,tertiary,2,128.93,0.129,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
포도원로,tertiary,1,127.07,0.127,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
바라365희망계단,steps,1,125.42,0.125,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
솔밭길,service,3,124.66,0.125,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
장안남북로5길,residential,2,122.33,0.122,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
가나무로,tertiary_link,1,119.7,0.12,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙북2길,residential,1,118.59,0.119,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
오리나무3길,residential,1,114.34,0.114,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡시장1길,residential,2,113.92,0.114,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
안골다리길,residential,1,113.32,0.113,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
한남정맥,unclassified,1,113.23,0.113,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡시장1길,service,1,112.56,0.113,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
광진말안3길,residential,1,110.84,0.111,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡초등길,service,1,109.83,0.11,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
내손중앙2길,living_street,1,109.46,0.109,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운중앙로1길,residential,1,109.28,0.109,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운안3길,residential,1,108.0,0.108,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
사근행궁길,residential,1,106.74,0.107,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운안2길,residential,1,105.29,0.105,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
시청중심4로,construction,1,105.14,0.105,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡초등3길,tertiary,2,105.04,0.105,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
향촌길,service,1,103.59,0.104,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
시청중심로,construction,1,101.04,0.101,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
고래들길,service,1,98.85,0.099,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
오리나무4길,residential,1,97.52,0.098,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
시청중심4로,residential,1,95.93,0.096,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
내손중앙5길,living_street,1,91.37,0.091,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
의왕역회전교차로,tertiary,1,89.02,0.089,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
별묘길,residential,1,88.65,0.089,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡초등2길,service,2,86.61,0.087,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
백운호수로6길,residential,1,83.03,0.083,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
광진말안2길,residential,1,78.41,0.078,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
내손중앙3길,living_street,1,77.11,0.077,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중학길,service,2,76.29,0.076,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
장안남북로2길,residential,1,76.2,0.076,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
장안남북로3길,residential,1,75.54,0.076,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
장안남북로4길,residential,1,74.91,0.075,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙로,service,1,69.04,0.069,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
광진말안1길,residential,1,67.13,0.067,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
장고개 구름다리,path,1,66.96,0.067,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
한남정맥,steps,1,62.78,0.063,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
모락터널,residential,1,55.37,0.055,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
부곡중앙남6길,service,1,49.54,0.05,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
옻우물교,residential,1,49.27,0.049,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
철도박물관로,residential,1,47.88,0.048,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
복합물류로,tertiary,1,43.97,0.044,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
철도박물관로,service,1,43.21,0.043,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
월암새터마을길,residential,1,43.08,0.043,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
입북로77번길,residential,1,40.39,0.04,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
학현터널,tertiary,1,39.73,0.04,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
도룡마을길,residential,2,31.51,0.032,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
고천3교,tertiary,1,25.76,0.026,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
송부로,tertiary,1,20.84,0.021,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
안양천 자전거도로,cycleway,2,20.64,0.021,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
번영로28번길,tertiary,1,18.2,0.018,no_match,no_match,,,,,,,,,OpenStreetMap Overpass bbox query,Gyeonggi OpenAPI getRoadTrafficInfoList + getRoadInfoList(routeNo mapping)
