기준년도,시도명,시군구명,읍면동명,면적(㎢),세대수,인구수
2022,경기도,오산시,대원동,6.2,28792,64768
2022,경기도,이천시,,461.45,102618,222721
2022,경기도,이천시,장호원읍,60.44,6660,14348
2022,경기도,이천시,부발읍,41.87,16157,36245
2022,경기도,이천시,신둔면,36.46,6685,14112
2022,경기도,이천시,백사면,32.57,5147,11492
2022,경기도,이천시,호법면,37.94,3207,6029
2022,경기도,이천시,마장면,51.39,7917,15631
2022,경기도,이천시,대월면,31.46,7702,14420
2022,경기도,이천시,모가면,40.99,2273,4306
2022,경기도,이천시,설성면,51.7,2502,4611
2022,경기도,이천시,율면,36.77,1461,2609
2022,경기도,이천시,창전동,1.13,8563,16673
2022,경기도,이천시,증포동,8.92,20935,57247
2022,경기도,이천시,중리동,22.05,8527,15128
2022,경기도,이천시,관고동,7.76,4882,9870
2022,경기도,안성시,,553.53,89951,188842
2022,경기도,안성시,공도읍,31.94,25910,59930
2022,경기도,안성시,보개면,53.01,2635,5237
2022,경기도,김포시,대곶면,42.75,5658,9948
2022,경기도,김포시,월곶면,51.96,3108,5357
2022,경기도,김포시,하성면,54.84,4200,8086
2022,경기도,김포시,김포본동,11.81,22606,59453
2022,경기도,김포시,장기본동,2.61,13677,38938
2022,경기도,김포시,사우동,3.3,9724,21917
2022,경기도,김포시,풍무동,4.42,23503,60656
2022,경기도,김포시,장기동,3.61,16166,41191
2022,경기도,김포시,구래동,2.12,20638,45354
2022,경기도,김포시,마산동,3.03,15252,35950
2022,경기도,김포시,운양동,7.98,18559,49213
2022,경기도,의정부시,,81.55,208352,463724
2022,경기도,의정부시,의정부1동,1.95,22394,37444
2022,경기도,의정부시,의정부2동,2.48,16078,30210
2022,경기도,의정부시,호원1동,6.54,15376,35172
2022,경기도,의정부시,호원2동,4.18,13483,33802
2022,경기도,의정부시,장암동,8.94,8360,19454
2022,경기도,의정부시,신곡1동,2.56,17205,40638
2022,경기도,의정부시,신곡2동,2.82,19139,46399
2022,경기도,의정부시,송산1동,16.04,21694,50041
2022,경기도,의정부시,송산2동,1.42,13201,32662
2022,경기도,의정부시,송산3동,9.31,18057,46285
2022,경기도,의정부시,자금동,11.78,12045,26532
2022,경기도,의정부시,가능동,3.97,12402,25098
2022,경기도,의정부시,흥선동,5.74,9496,19149
2022,경기도,의정부시,녹양동,3.81,9422,20838
2022,경기도,광주시,,430.99,170497,391462
2022,경기도,광주시,초월읍,55.89,21026,48213
2022,경기도,광주시,곤지암읍,76.17,11486,22786
2022,경기도,광주시,도척면,52.16,5060,9446
2022,경기도,광주시,퇴촌면,60.7,7604,15849
2022,경기도,광주시,남종면,48.57,819,1470
2022,경기도,광주시,남한산성면,33.74,1198,2373
2022,경기도,광주시,오포1동,16.02,9267,21317
2022,경기도,광주시,오포2동,15.09,13725,34245
2022,경기도,광주시,신현동,8.14,17019,36941
2022,경기도,광주시,능평동,7.69,10352,23481
2022,경기도,광주시,경안동,3.19,13388,29445
2022,경기도,광주시,쌍령동,3.34,7162,18154
2022,경기도,광주시,송정동,5.09,9648,21577
2022,경기도,광주시,탄벌동,16.79,16343,38680
2022,경기도,광주시,광남1동,23.5,14776,34157
2022,경기도,광주시,광남2동,4.91,11624,33328
2022,경기도,하남시,,92.99,140415,326059
2022,경기도,하남시,천현동,34.92,3914,6991
2022,경기도,하남시,신장1동,0.24,3764,6695
2022,경기도,하남시,신장2동,4.12,19337,46245
2022,경기도,하남시,덕풍1동,1.0,6709,14912
2022,경기도,하남시,덕풍2동,0.51,8987,18441
2022,경기도,하남시,덕풍3동,2.01,10812,25312
2022,경기도,하남시,풍산동,2.66,11115,29852
2022,경기도,하남시,감북동,4.52,1513,2728
2022,경기도,하남시,감일동,5.7,13033,35613
2022,경기도,하남시,위례동,4.77,11105,31760
2022,경기도,하남시,춘궁동,14.49,1849,3200
2022,경기도,하남시,초이동,6.13,1940,3383
2022,경기도,하남시,미사1동,6.87,27710,53680
2022,경기도,하남시,미사2동,5.05,18627,47247
2022,경기도,광명시,,38.52,118493,287945
2022,경기도,광명시,광명1동,0.31,56,62
2022,경기도,광명시,광명2동,0.26,1555,2970
2022,경기도,광명시,광명3동,0.32,4880,9704
2022,경기도,광명시,광명4동,0.29,5612,11885
2022,경기도,광명시,광명5동,0.4,5136,12030
2022,경기도,안양시 만안구,박달2동,6.95,8008,21976
2022,경기도,안양시 동안구,,21.94,124925,313834
2022,경기도,안양시 동안구,비산1동,1.82,10279,27815
2022,경기도,안양시 동안구,비산2동,0.46,5165,14627
2022,경기도,안양시 동안구,비산3동,5.57,5261,11745
2022,경기도,안양시 동안구,부흥동,0.5,6332,16661
2022,경기도,안양시 동안구,달안동,0.44,5409,10200
2022,경기도,안양시 동안구,관양1동,3.2,15591,34653
2022,경기도,안양시 동안구,관양2동,1.79,8766,18579
2022,경기도,안양시 동안구,부림동,0.86,12175,26174
2022,경기도,안양시 동안구,평촌동,0.82,4928,14236
2022,경기도,안양시 동안구,평안동,0.64,8096,23170
2022,경기도,안양시 동안구,귀인동,0.64,5113,16397
2022,경기도,안양시 동안구,호계1동,1.03,7055,18221
2022,경기도,안양시 동안구,호계2동,1.43,7572,19227
2022,경기도,안양시 동안구,호계3동,0.75,8969,23300
2022,경기도,안양시 동안구,범계동,0.64,5829,15488
2022,경기도,안양시 동안구,신촌동,0.66,4484,12589
2022,경기도,안양시 동안구,갈산동,0.69,3901,10752
2022,경기도,시흥시,,139.93,223534,512912
2022,경기도,시흥시,대야동,9.42,18428,43239
2022,경기도,시흥시,신천동,3.44,16393,35213
2022,경기도,시흥시,신현동,12.65,4416,9633
2022,경기도,시흥시,은행동,6.41,20805,55672
2022,경기도,시흥시,매화동,11.21,5313,11931
2022,경기도,시흥시,목감동,17.56,17240,41852
2022,경기도,시흥시,군자동,8.04,9389,21032
2022,경기도,시흥시,정왕본동,9.97,13386,19807
2022,경기도,시흥시,정왕1동,6.55,13786,22761
2022,경기도,시흥시,정왕2동,8.54,14148,31733
2022,경기도,시흥시,정왕3동,6.18,11174,22705
2022,경기도,시흥시,정왕4동,0.9,7452,20501
2022,경기도,시흥시,배곧1동,2.6,12171,35459
2022,경기도,시흥시,배곧2동,2.3,15380,35456
2022,경기도,시흥시,과림동,7.65,1188,1872
2022,경기도,시흥시,연성동,10.03,9640,24607
2022,경기도,시흥시,장곡동,3.49,14514,36893
2022,경기도,시흥시,월곶동,8.53,8286,17156
2022,경기도,시흥시,능곡동,4.46,10425,25390
2022,경기도,파주시,,673.86,218264,495315
2022,경기도,파주시,문산읍,47.23,21835,47819
2022,경기도,파주시,파주읍,32.26,7792,14120
2022,경기도,파주시,법원읍,71.35,5561,10213
2022,경기도,파주시,조리읍,27.53,12837,29112
2022,경기도,파주시,월롱면,27.14,7179,9428
2022,경기도,파주시,탄현면,61.77,7310,13259
2022,경기도,파주시,광탄면,65.55,5856,10895
2022,경기도,파주시,파평면,41.87,2084,3775
2022,경기도,파주시,적성면,88.91,3655,7207
2022,경기도,파주시,군내면,43.28,227,556
2022,경기도,파주시,장단면,34.73,0,0
2022,경기도,파주시,진동면,43.07,78,161
2022,경기도,파주시,진서면,9.29,0,0
2022,경기도,파주시,교하동,36.84,26710,66167
2022,경기도,파주시,운정1동,9.67,21815,52905
2022,경기도,파주시,운정2동,3.21,24025,62357
2022,경기도,파주시,운정3동,5.9,34544,86488
2022,경기도,파주시,금촌1동,4.52,12639,22291
2022,경기도,파주시,금촌2동,2.72,13020,32058
2022,경기도,파주시,금촌3동,17.02,11097,26504
2022,경기도,김포시,,276.59,202189,484267
2022,경기도,김포시,통진읍,29.49,15936,30682
2022,경기도,김포시,고촌읍,25.03,18319,47855
2022,경기도,김포시,양촌읍,33.66,14843,29667
2022,경기도,안산시 상록구,사이동,3.65,13088,31838
2022,경기도,안산시 상록구,해양동,3.68,15982,41163
2022,경기도,안산시 상록구,본오1동,6.49,17665,36756
2022,경기도,안산시 상록구,본오2동,0.82,10961,25570
2022,경기도,안산시 상록구,본오3동,1.1,9117,19210
2022,경기도,안산시 상록구,부곡동,6.22,9502,21327
2022,경기도,안산시 상록구,월피동,5.55,17050,37580
2022,경기도,안산시 상록구,성포동,1.71,9698,25562
2022,경기도,안산시 상록구,반월동,13.24,7634,17162
2022,경기도,안산시 상록구,안산동,8.36,4231,8898
2022,경기도,안산시 단원구,,98.54,135058,296996
2022,경기도,안산시 단원구,와동,3.23,17654,37519
2022,경기도,안산시 단원구,고잔동,1.75,10158,21080
2022,경기도,안산시 단원구,중앙동,1.87,11407,23298
2022,경기도,안산시 단원구,호수동,2.48,16116,43090
2022,경기도,안산시 단원구,원곡동,1.29,4135,5908
2022,경기도,안산시 단원구,백운동,1.51,8180,21241
2022,경기도,안산시 단원구,신길동,6.83,10103,22080
2022,경기도,안산시 단원구,초지동,24.9,20425,46508
2022,경기도,안산시 단원구,선부1동,0.86,8176,17348
2022,경기도,안산시 단원구,선부2동,2.07,7965,15627
2022,경기도,안산시 단원구,선부3동,5.81,15228,34057
2022,경기도,안산시 단원구,대부동,45.94,5511,9240
2022,경기도,평택시,,458.25,271362,578529
2022,경기도,평택시,팽성읍,56.74,16198,29077
2022,경기도,평택시,안중읍,28.57,19391,43685
2022,경기도,평택시,포승읍,61.3,14200,24549
2022,경기도,평택시,청북읍,52.56,11260,27161
2022,경기도,평택시,진위면,34.03,6143,11372
2022,경기도,평택시,서탄면,28.55,1973,3593
2022,경기도,평택시,고덕면,22.18,6382,13254
2022,경기도,평택시,오성면,32.51,3333,6649
2022,경기도,평택시,현덕면,45.85,2699,4972
2022,경기도,평택시,중앙동,5.3,21374,44181
2022,경기도,평택시,서정동,1.74,12646,24637
2022,경기도,평택시,송탄동,19.55,9660,22294
2022,경기도,평택시,지산동,0.69,7723,12942
2022,경기도,평택시,송북동,7.15,9622,22001
2022,경기도,평택시,신장1동,1.6,3927,7165
2022,경기도,평택시,신장2동,0.63,3262,5311
2022,경기도,평택시,신평동,6.37,11913,21253
2022,경기도,평택시,원평동,5.25,7065,13430
2022,경기도,평택시,통복동,0.56,2407,3973
2022,경기도,평택시,비전1동,13.0,21859,52015
2022,경기도,평택시,비전2동,4.75,23209,58221
2022,경기도,평택시,세교동,7.12,14288,33675
2022,경기도,평택시,용이동,2.64,11075,25958
2022,경기도,평택시,동삭동,3.07,16165,37956
2022,경기도,평택시,고덕동,16.54,13588,29205
2022,경기도,안양시,,58.5,227475,548228
2022,경기도,안양시 만안구,,36.56,102550,234394
2022,경기도,안양시 만안구,안양1동,0.68,5136,12097
2022,경기도,안양시 만안구,안양2동,2.82,10861,23066
2022,경기도,안양시 만안구,안양3동,1.02,7456,16084
2022,경기도,안양시 만안구,안양4동,0.31,3561,6804
2022,경기도,안양시 만안구,안양5동,0.5,4926,10128
2022,경기도,안양시 만안구,안양6동,1.47,12680,26771
2022,경기도,안양시 만안구,안양7동,1.04,5785,15161
2022,경기도,안양시 만안구,안양8동,1.09,4370,8677
2022,경기도,안양시 만안구,안양9동,6.42,7163,16840
2022,경기도,안양시 만안구,석수1동,9.23,7449,18922
2022,경기도,안양시 만안구,석수2동,3.4,12708,30593
2022,경기도,안양시 만안구,석수3동,0.7,5488,12763
2022,경기도,안양시 만안구,박달1동,0.93,6959,14512
2022,경기도,성남시 중원구,금광2동,1.03,12396,25399
2022,경기도,성남시 중원구,은행1동,0.22,4500,10066
2022,경기도,성남시 중원구,은행2동,2.46,11095,23184
2022,경기도,성남시 중원구,상대원1동,6.84,12208,24950
2022,경기도,성남시 중원구,상대원2동,0.42,2709,5043
2022,경기도,성남시 중원구,상대원3동,0.36,6602,12258
2022,경기도,성남시 중원구,하대원동,2.34,8232,20048
2022,경기도,성남시 중원구,도촌동,9.39,10767,26972
2022,경기도,성남시 분당구,,69.77,194598,481553
2022,경기도,성남시 분당구,분당동,3.4,10196,25292
2022,경기도,성남시 분당구,수내1동,1.03,7782,17889
2022,경기도,성남시 분당구,수내2동,0.81,3196,10424
2022,경기도,성남시 분당구,수내3동,1.05,5199,13557
2022,경기도,성남시 분당구,정자동,1.0,8206,19054
2022,경기도,성남시 분당구,정자1동,1.45,13885,30076
2022,경기도,성남시 분당구,정자2동,0.54,7424,14910
2022,경기도,성남시 분당구,정자3동,1.92,6677,17011
2022,경기도,성남시 분당구,서현1동,7.48,12638,31308
2022,경기도,성남시 분당구,서현2동,0.79,6643,17900
2022,경기도,성남시 분당구,이매1동,2.84,8977,24931
2022,경기도,성남시 분당구,이매2동,0.68,4445,13207
2022,경기도,성남시 분당구,야탑1동,1.14,7623,17024
2022,경기도,성남시 분당구,야탑2동,0.64,6088,16093
2022,경기도,성남시 분당구,야탑3동,5.07,12750,27438
2022,경기도,성남시 분당구,판교동,4.53,9004,26515
2022,경기도,성남시 분당구,삼평동,2.8,9110,24229
2022,경기도,성남시 분당구,백현동,1.98,10340,26988
2022,경기도,성남시 분당구,금곡동,5.76,12156,27409
2022,경기도,성남시 분당구,구미동,4.51,13109,30135
2022,경기도,성남시 분당구,구미1동,2.78,7164,16823
2022,경기도,성남시 분당구,운중동,17.57,11986,33340
2022,경기도,부천시,,53.45,344135,790128
2022,경기도,부천시,심곡동,2.55,32872,61559
2022,경기도,부천시,부천동,8.13,38897,87662
2022,경기도,부천시,중동,1.85,17393,40178
2022,경기도,부천시,신중동,4.36,55165,129109
2022,경기도,부천시,상동,3.69,30984,83710
2022,경기도,부천시,대산동,4.08,36130,78810
2022,경기도,부천시,소사본동,3.02,23913,55011
2022,경기도,부천시,범안동,5.73,37008,93166
2022,경기도,부천시,성곡동,7.64,35928,80284
2022,경기도,부천시,오정동,12.4,35845,80639
2022,경기도,남양주시,,458.12,304288,737353
2022,경기도,남양주시,와부읍,49.87,22587,58198
2022,경기도,남양주시,진접읍,65.96,39371,95986
2022,경기도,남양주시,화도읍,71.49,49290,116847
2022,경기도,남양주시,진건읍,31.22,10471,22286
2022,경기도,남양주시,오남읍,25.26,21865,52658
2022,경기도,남양주시,퇴계원읍,3.27,11828,28179
2022,경기도,남양주시,별내면,22.16,8396,18959
2022,경기도,남양주시,수동면,72.73,4846,8855
2022,경기도,남양주시,조안면,50.67,1988,3983
2022,경기도,남양주시,호평동,9.15,21749,56736
2022,경기도,남양주시,평내동,7.25,14435,37739
2022,경기도,남양주시,금곡동,6.93,8736,17867
2022,경기도,남양주시,양정동,12.35,2207,3737
2022,경기도,남양주시,다산1동,5.55,39140,100026
2022,경기도,남양주시,다산2동,5.62,13604,35489
2022,경기도,남양주시,별내동,18.64,33775,79808
2022,경기도,안산시,,156.53,291091,641660
2022,경기도,안산시 상록구,,57.99,156033,344664
2022,경기도,안산시 상록구,일동,2.74,11443,24413
2022,경기도,안산시 상록구,이동,2.09,13566,23515
2022,경기도,안산시 상록구,사동,2.34,16096,31670
2022,경기도,고양시 일산서구,,42.56,116209,290325
2022,경기도,고양시 일산서구,일산1동,0.65,10143,26212
2022,경기도,고양시 일산서구,일산2동,0.82,7962,17943
2022,경기도,고양시 일산서구,일산3동,1.12,12108,34216
2022,경기도,고양시 일산서구,탄현1동,0.93,12505,30616
2022,경기도,고양시 일산서구,탄현2동,1.26,7351,19487
2022,경기도,고양시 일산서구,주엽1동,0.97,11005,27238
2022,경기도,고양시 일산서구,주엽2동,0.96,11607,27853
2022,경기도,고양시 일산서구,대화동,3.52,16328,35310
2022,경기도,고양시 일산서구,송포동,13.17,8118,20960
2022,경기도,고양시 일산서구,덕이동,5.53,11795,31286
2022,경기도,고양시 일산서구,가좌동,13.63,7287,19204
2022,경기도,화성시,,699.41,387820,910814
2022,경기도,화성시,봉담읍,42.76,36842,87988
2022,경기도,화성시,우정읍,61.66,9360,17608
2022,경기도,화성시,향남읍,50.01,40001,87149
2022,경기도,화성시,남양읍,67.41,24583,49592
2022,경기도,화성시,매송면,27.27,3554,6846
2022,경기도,화성시,비봉면,38.54,3879,6901
2022,경기도,화성시,마도면,32.88,4135,7009
2022,경기도,화성시,송산면,58.37,5722,10970
2022,경기도,화성시,서신면,43.48,4064,7223
2022,경기도,화성시,팔탄면,50.97,6357,10027
2022,경기도,화성시,장안면,67.67,5747,10235
2022,경기도,화성시,양감면,31.06,2465,4024
2022,경기도,화성시,정남면,40.68,6318,11298
2022,경기도,화성시,새솔동,1.81,8432,25312
2022,경기도,화성시,진안동,6.87,21169,43694
2022,경기도,화성시,병점1동,1.46,15814,36932
2022,경기도,화성시,병점2동,1.04,8769,23491
2022,경기도,화성시,반월동,3.96,11258,32089
2022,경기도,화성시,기배동,4.23,6053,16280
2022,경기도,화성시,화산동,11.61,10950,23822
2022,경기도,화성시,동탄1동,5.1,20940,50920
2022,경기도,화성시,동탄2동,2.16,11768,34740
2022,경기도,화성시,동탄3동,2.06,17556,41724
2022,경기도,화성시,동탄4동,4.24,16667,53085
2022,경기도,화성시,동탄5동,11.41,20664,46497
2022,경기도,화성시,동탄6동,9.49,17917,41534
2022,경기도,화성시,동탄7동,14.68,34334,90581
2022,경기도,화성시,동탄8동,6.53,12502,33243
2022,경기도,성남시,,141.63,408195,922518
2022,경기도,성남시 수정구,,45.45,113458,230460
2022,경기도,성남시 수정구,신흥1동,0.32,7949,13192
2022,경기도,성남시 수정구,신흥2동,1.14,7626,19883
2022,경기도,성남시 수정구,신흥3동,0.33,6531,11220
2022,경기도,성남시 수정구,태평1동,1.34,8815,15067
2022,경기도,성남시 수정구,태평2동,0.49,7918,14993
2022,경기도,성남시 수정구,태평3동,0.37,6880,13022
2022,경기도,성남시 수정구,태평4동,0.4,6589,12796
2022,경기도,성남시 수정구,수진1동,0.33,7207,11999
2022,경기도,성남시 수정구,수진2동,0.93,7808,15555
2022,경기도,성남시 수정구,단대동,0.8,6636,15173
2022,경기도,성남시 수정구,산성동,0.58,2268,4960
2022,경기도,성남시 수정구,양지동,1.26,4361,9686
2022,경기도,성남시 수정구,복정동,3.55,6728,10722
2022,경기도,성남시 수정구,위례동,3.19,17412,43465
2022,경기도,성남시 수정구,신촌동,5.02,2029,4639
2022,경기도,성남시 수정구,고등동,12.44,4752,10720
2022,경기도,성남시 수정구,시흥동,12.96,1949,3368
2022,경기도,성남시 중원구,,26.41,100139,210505
2022,경기도,성남시 중원구,성남동,1.99,18480,33317
2022,경기도,성남시 중원구,중앙동,0.68,7431,16205
2022,경기도,성남시 중원구,금광1동,0.68,5719,13063
2022,경기도,용인시 기흥구,,81.64,174294,438235
2022,경기도,용인시 기흥구,신갈동,4.84,16121,37875
2022,경기도,용인시 기흥구,영덕1동,3.7,11819,30183
2022,경기도,용인시 기흥구,영덕2동,5.8,7225,17428
2022,경기도,용인시 기흥구,구갈동,4.21,18118,41361
2022,경기도,용인시 기흥구,상갈동,2.0,6229,13176
2022,경기도,용인시 기흥구,보라동,10.16,12392,33016
2022,경기도,용인시 기흥구,기흥동,11.71,9093,21477
2022,경기도,용인시 기흥구,서농동,4.22,11947,26056
2022,경기도,용인시 기흥구,구성동,6.9,15483,39913
2022,경기도,용인시 기흥구,마북동,5.39,12303,31675
2022,경기도,용인시 기흥구,동백1동,3.9,11667,32460
2022,경기도,용인시 기흥구,동백2동,3.96,9437,27077
2022,경기도,용인시 기흥구,동백3동,2.5,10024,26850
2022,경기도,용인시 기흥구,상하동,5.53,9173,23984
2022,경기도,용인시 기흥구,보정동,6.82,13263,35704
2022,경기도,용인시 수지구,,42.1,142203,377448
2022,경기도,용인시 수지구,풍덕천1동,1.94,15745,35668
2022,경기도,용인시 수지구,풍덕천2동,1.47,15285,41454
2022,경기도,용인시 수지구,신봉동,6.7,14627,40816
2022,경기도,용인시 수지구,죽전1동,2.38,10713,28673
2022,경기도,용인시 수지구,죽전2동,1.07,7681,18178
2022,경기도,용인시 수지구,죽전3동,2.08,10683,26717
2022,경기도,용인시 수지구,동천동,16.59,19487,50642
2022,경기도,용인시 수지구,상현1동,0.6,6633,20116
2022,경기도,용인시 수지구,상현2동,1.97,11427,32922
2022,경기도,용인시 수지구,상현3동,2.36,11139,27697
2022,경기도,용인시 수지구,성복동,4.94,18783,54565
2022,경기도,고양시,,268.08,461459,1076535
2022,경기도,고양시 덕양구,,165.57,216683,490088
2022,경기도,고양시 덕양구,주교동,5.62,5653,11402
2022,경기도,고양시 덕양구,원신동,12.74,9453,23287
2022,경기도,고양시 덕양구,흥도동,9.12,12486,29736
2022,경기도,고양시 덕양구,성사1동,2.19,10205,21662
2022,경기도,고양시 덕양구,성사2동,0.92,4765,10982
2022,경기도,고양시 덕양구,효자동,25.35,9009,21223
2022,경기도,고양시 덕양구,삼송1동,6.18,9063,19573
2022,경기도,고양시 덕양구,삼송2동,2.75,14156,28754
2022,경기도,고양시 덕양구,창릉동,11.57,10477,23899
2022,경기도,고양시 덕양구,고양동,25.04,12682,29168
2022,경기도,고양시 덕양구,관산동,15.05,16620,35891
2022,경기도,고양시 덕양구,능곡동,13.78,7126,15968
2022,경기도,고양시 덕양구,화정1동,2.31,15986,36666
2022,경기도,고양시 덕양구,화정2동,1.94,12930,31934
2022,경기도,고양시 덕양구,행주동,6.01,9755,18123
2022,경기도,고양시 덕양구,행신1동,0.69,8857,21236
2022,경기도,고양시 덕양구,행신2동,4.28,13056,30900
2022,경기도,고양시 덕양구,행신3동,0.51,8990,23434
2022,경기도,고양시 덕양구,행신4동,1.43,9844,20401
2022,경기도,고양시 덕양구,화전동,7.3,12018,27945
2022,경기도,고양시 덕양구,대덕동,10.79,3552,7904
2022,경기도,고양시 일산동구,,59.95,128567,296122
2022,경기도,고양시 일산동구,식사동,6.82,14629,40629
2022,경기도,고양시 일산동구,중산1동,1.43,9129,21237
2022,경기도,고양시 일산동구,중산2동,1.41,9681,24219
2022,경기도,고양시 일산동구,정발산동,1.53,10211,22643
2022,경기도,고양시 일산동구,풍산동,5.67,14463,37772
2022,경기도,고양시 일산동구,백석1동,1.77,12884,29577
2022,경기도,고양시 일산동구,백석2동,0.8,11535,20337
2022,경기도,고양시 일산동구,마두1동,2.21,8856,23416
2022,경기도,고양시 일산동구,마두2동,0.63,5794,15751
2022,경기도,고양시 일산동구,장항1동,10.28,4703,11114
2022,경기도,고양시 일산동구,장항2동,2.41,15714,26756
2022,경기도,고양시 일산동구,고봉동,24.99,10968,22671
2022,경기도,,,10198.33,5913694,13589432
2022,경기도,수원시,,121.09,528482,1190964
2022,경기도,수원시 장안구,,33.34,118811,270524
2022,경기도,수원시 장안구,파장동,8.62,10558,22685
2022,경기도,수원시 장안구,율천동,3.15,19981,41437
2022,경기도,수원시 장안구,정자1동,1.27,10823,28115
2022,경기도,수원시 장안구,정자2동,1.44,15195,36494
2022,경기도,수원시 장안구,정자3동,1.44,14166,40375
2022,경기도,수원시 장안구,영화동,1.27,10720,19484
2022,경기도,수원시 장안구,송죽동,1.68,8914,19144
2022,경기도,수원시 장안구,조원1동,1.84,13532,29196
2022,경기도,수원시 장안구,조원2동,1.05,6476,18038
2022,경기도,수원시 장안구,연무동,11.58,8446,15556
2022,경기도,수원시 권선구,,47.18,161085,367446
2022,경기도,수원시 권선구,세류1동,0.93,4396,9832
2022,경기도,수원시 권선구,세류2동,3.58,12585,23528
2022,경기도,수원시 권선구,세류3동,1.29,9147,18286
2022,경기도,수원시 권선구,평동,10.91,16921,40701
2022,경기도,수원시 권선구,서둔동,5.44,17493,37602
2022,경기도,수원시 권선구,구운동,1.94,10834,23924
2022,경기도,수원시 권선구,금곡동,4.08,17602,44865
2022,경기도,수원시 권선구,호매실동,4.76,17288,45433
2022,경기도,수원시 권선구,권선1동,1.03,13479,24370
2022,경기도,수원시 권선구,권선2동,1.81,17219,47384
2022,경기도,수원시 권선구,곡선동,4.47,17991,35399
2022,경기도,수원시 권선구,입북동,6.94,6130,16122
2022,경기도,수원시 팔달구,,12.86,95950,192610
2022,경기도,수원시 팔달구,행궁동,1.57,6261,9908
2022,경기도,수원시 팔달구,매교동,0.72,8734,19673
2022,경기도,수원시 팔달구,매산동,0.81,5888,9964
2022,경기도,수원시 팔달구,고등동,1.01,9673,20500
2022,경기도,수원시 팔달구,화서1동,0.84,9890,21873
2022,경기도,수원시 팔달구,화서2동,2.1,9507,25033
2022,경기도,수원시 팔달구,지동,0.79,5410,10092
2022,경기도,수원시 팔달구,우만1동,1.14,10773,19522
2022,경기도,수원시 팔달구,우만2동,0.97,7805,16978
2022,경기도,수원시 팔달구,인계동,2.91,22009,39067
2022,경기도,수원시 영통구,,27.71,152636,360384
2022,경기도,수원시 영통구,매탄1동,1.23,6049,13482
2022,경기도,수원시 영통구,매탄2동,0.79,6499,14354
2022,경기도,수원시 영통구,매탄3동,2.34,15955,35329
2022,경기도,수원시 영통구,매탄4동,0.78,9547,20937
2022,경기도,수원시 영통구,원천동,3.2,19344,40422
2022,경기도,수원시 영통구,광교1동,7.98,22215,52841
2022,경기도,수원시 영통구,광교2동,4.18,11629,29113
2022,경기도,수원시 영통구,영통1동,1.69,12567,33894
2022,경기도,수원시 영통구,영통2동,1.36,13464,26046
2022,경기도,수원시 영통구,영통3동,1.72,13720,32174
2022,경기도,수원시 영통구,망포1동,1.0,11452,31920
2022,경기도,수원시 영통구,망포2동,1.44,10195,29872
2022,경기도,용인시,,591.22,432151,1074971
2022,경기도,용인시 처인구,,467.48,115654,259288
2022,경기도,용인시 처인구,포곡읍,41.75,14680,33508
2022,경기도,용인시 처인구,모현읍,50.25,12333,26726
2022,경기도,용인시 처인구,이동읍,75.66,9209,20536
2022,경기도,용인시 처인구,남사읍,58.67,9844,23713
2022,경기도,용인시 처인구,원삼면,60.14,3970,8022
2022,경기도,용인시 처인구,백암면,65.73,4500,8296
2022,경기도,용인시 처인구,양지면,57.68,9377,19723
2022,경기도,용인시 처인구,중앙동,7.98,12411,25046
2022,경기도,용인시 처인구,역북동,6.05,14021,31899
2022,경기도,용인시 처인구,삼가동,6.42,4854,12527
2022,경기도,용인시 처인구,유림동,13.62,14402,36134
2022,경기도,용인시 처인구,동부동,23.53,6053,13158
